ID,Location_city,category,guests,highlights,lat,location,long,pets_allowed,Price_usd,price_category,ratings,reviews,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,Earliest_Check-in_time,Checkout_time,Guest_Maximum,House_type,Bedroom_count,Bathroom_count,Room Type,Bed,Bathroom
429,"Salt Lake City, Utah, United States",Stays,5,"[{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Airdream is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.7102,"Salt Lake City, Utah, United States",-111.85437,,95,Under USD$100,4.61,"[""This place was super clean and the beds were very comfortable.  It was a great little spot for our visit and I would recommend it to others for sure."",""Good deal for what I needed it for!"",""Very nice and clean"",""Our stay was wonderful! The breakfast options were a blessing to have available. The home is very clean and relaxing. I recommend this property to everyone!"",""Great location for a weekend trip!"",""Great place and the host was top-notch. Would definitely rent again!"",""Nice unit, centrally located. Lots of amenities -  stocked with coffee, oatmeal, and pancake mix which was a nice touch. I was working remotely and the wifi worked as intended. Host was friendly and communicative.""]",4.7,4.8,4.7,4.8,4.5,4.7,4:00:00 PM,10:00:00 AM,5,Guestsuite,2,1,2 bedrooms,2 beds,1 bathroom
470,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Jace is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""95% of recent guests gave the location a 5-star rating.""}]",40.6758,"Salt Lake City, Utah, United States",-111.94121,,95,Under USD$100,5,"[""Had an amazing time! They had everything I needed and it was super close to everything."",""Wonderful place to stay! Great Hosts!!!"",""Jace’s space was great for my boyfriend and i, unfortunately there were a couple mishaps but Jace made sure to stay communicative with us through it all and was so accommodating. We would recommended anyone who’s staying in SLC to enjoy this space."",""Jace and Racine’s place is great! The kitchen has all you need, the bed and couch are comfy, and the whole place was very clean. I stayed here for a month while working remotely and the Wi-Fi worked great. Jace and Racine were super helpful, friendly, and always quick to respond. I highly recommend staying here!"",""This places is really amazing. My hubs is skeptical when it comes to basements apts but he loved it. It was spotless and the decor is so pretty! Is really spacious and equipped. We were amazed at the amount of stuff available and they even left us snacks! Really this places have everything you could need and more. Never been in a place so well thought and stocked. The owners are very nice and quick to respond. My stay was short (sadly) as we really arrived to SLC to go to Yellowstone not to enjoy Utah (sadly again) but we wanted to make the most out of the trip and Jace was so good at gave us sone recommendations. You are close to downton but also fairly close to Cottonwood Canyon and Park City as is all highway. I was so glad we gave this place a chance. We hope to be back at Salt Lake to enjoy and this place will be a go to. Plus is so close to a big shopping mall with stores like costco"",""We stayed at this place for an evening when in SLC for a concert at USANA. It is in a really convenient location relative to the venue (10-15 minutes). Place was very clean and quiet, and in a quiet neighborhood. We weren't there for long but it was well furnished with plenty of space and amenities. Would definitely stay again if in town for another concert."",""Absolutely amazing pla to stay. The place was clean and spacious. Host was so thoughtful that they prepared everything you need. Definitely recommend and would stay again. FYI: Sry for my late Check out.""]",5,5,5,4.9,5,5,4:00:00 PM,11:00:00 AM,2,Guestsuite,1,1,1 bedroom,1 bed,1 bathroom
126,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Great location"",""value"":""94% of recent guests gave the location a 5-star rating.""},{""name"":""Great check-in experience"",""value"":""100% of recent guests gave the check-in process a 5-star rating.""}]",40.77231,"Salt Lake City, Utah, United States",-111.85955,1,96,Under USD$100,4.88,"[""Very private and quiet, the perfect spot for my first visit to SLC! I very much appreciated the local recommendations and tried the majority--including Red Iguana, Cucina, and the Kura Door. Had a great visit. Very walkable part of the city and a 4 minute walk to the bus line. Very close to the University of Utah for any students or trainees. No problem getting Lyfts from this location. Plenty of parking available too! Since I was there for 2 weeks, I greatly appreciated the fully stocked kitchen and I was able to comfortably cook as much as I wanted. Wonderful amenities in the bathroom as well! A true home away from home."",""Five stars all around!"",""Booked this place for my parents while they were in town visiting. They loved being so close to hiking trails and cute coffee shops. The apartment was very clean and cozy. Callee was super quick to communicate and made them feel very welcome."",""Callee’s place was perfect! We loved the location and were able to try a few different food places! The apartment stayed pretty cool and it was so great to have the office as I was able to work remote. <br/>Highly recommend!"",""This is a really amazing spot. It feels kinda like a really cool wine cellar, was spotless, and had all the amenities I needed. Thanks!"",""Callee's basement apartment was amazing and everything we needed during our stay! She was very communicative and responsive. Will definitely book again!"",""This was the perfect stay or at least I thought was going to be. I was there for my YoungLiving convention which is non toxic products including essential oils. When we arrive it smelled very old and musky. I decided to diffuse some lavender since after all that is my business. Unfortunately the owner from up stairs got a headache and so I couldn’t diffuse or even have my products on the property when that was the whole reason I was there. She was really nice about it but I swear if it was not one thing it was another. Really hard to relax and not feel like we were being watched or going to get I trouble. Towards the end we felt not welcome and walking on egg shells. The bed was very lumpy and killed our backs. Oh! And there was pet hair all over pillows on the couch/futon bed that my son had to sleep on. PS we don’t have or nor did we bring pets.""]",4.8,4.9,4.9,5,5,4.9,2:00:00 PM,12:00:00 PM,4,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
766,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Great for remote work"",""value"":""Fast wifi at 388 Mbps, plus a dedicated workspace in a private room.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""GrandRoad is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.761005,"Salt Lake City, Utah, United States",-111.879929,,96,Under USD$100,4.98,"[""The view from the apartment was amazing. Great location, great amenities, really clean, would definitely recommend staying here!"",""Very nice host. Great to accommodate my request. Very responsive."",""I had a great time staying here at this private space. It was clean, spacious, and close to a lot of restaurants and shops. I would definitely stay here again and would recommend to anyone else!"",""This place is exactly as described, convenient to lots of places. The gym was a bonus! <br/><br/>The hosts were exceptionally communicative and even had a brand new corkscrew delivered within 20 minutes of us reporting it had broken. <br/><br/>We will definitely return to a GrandRoad property on our next family visit to SLC."",""Great place. Would definitely stay again :)"",""your place is great - extremely clean and comfortable. thank you!"",""It was pleasant, clean, comfortable. I would do away with the bed Frame over bed. Walked into it in the dark going to bathroom.""]",5,5,5,5,5,4.9,3:00:00 PM,11:00:00 AM,4,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
188,"North Salt Lake, Utah, United States",Stays,2,"[{""name"":""Great for remote work"",""value"":""Fast wifi at 439 Mbps, plus a dedicated workspace in a private room.""},{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Travis is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.825954,"North Salt Lake, Utah, United States",-111.905029,,96,Under USD$100,5,"[""Travis and Crystal are amazing hosts! We drove 12 hours and arrived the property with excitement. They also had a check in digital screen, which I’ve never seen before. They also prepared us with fresh breakfast ingredient, milk, bread etc. It’s such an experience :) I can’t wait to get back!"",""very approachable host, felf comfortable as if I was home"",""Such an awesome place to stay. Breakfast was great too!"",""Great place to stay and excellent hosts"",""This is a great place to stay and had no issues with it. The listing is accurate and it is very easy to live there. The homeowners are very nice too!"",""The space has plenty of room with a large living area and 2 bedrooms.  The communication was perfectly timed for our arrival.   As a bonus the house is really close to trails for hiking or mountain biking."",""Room is very big and clean! Host is very friendly and helpful! Highly recommended anyone who will travel to salt lake. The house is closed to the mountain very beautiful spot.""]",5,5,5,5,5,5,3:00:00 PM,11:00:00 AM,2,Guestsuite,2,1,2 bedrooms,2 beds,1 bathroom
394,"South Salt Lake, Utah, United States",Stays,4,"[{""name"":""Fast wifi"",""value"":""At 388 Mbps, you can take video calls and stream videos for your whole group.""},{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Great location"",""value"":""93% of recent guests gave the location a 5-star rating.""}]",40.71918,"South Salt Lake, Utah, United States",-111.88426,,96,Under USD$100,4.97,"[""Our stay was great, everything was very clean. The beds were comfortable, loved the big T.V and most importantly communication was on point."",""Mason was hands down one of the best hosts I’ve encountered on Airbnb. He went above and beyond to accommodate any request and was very responsive. Location is great and close to public transit and highways. If I could give 6 stars out of 5 I would. Definitely will return the next time I’m in SLC!"",""Great stay!"",""Pretty much as listed. Place was very clean and the hosts were easy to work with."",""Absolutely wonderful place to stay! Great location, the neighborhood is so cute and the neighbors are nice. Very clean and the beds are firm but comfortable. Our hosts were very hospitable, leaving bottled water in the fridge and a variety of toiletries in case you’ve forgotten something. We greatly enjoyed our stay here."",""pretty good and nice host. cozy and clean room"",""great hospitality!""]",5,5,5,5,5,5,3:00:00 PM,11:00:00 AM,4,Guestsuite,2,1,2 bedrooms,2 beds,1 bathroom
880,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Dedicated workspace"",""value"":""A common area with wifi that’s well-suited for working.""},{""name"":""Great location"",""value"":""100% of recent guests gave the location a 5-star rating.""},{""name"":""Great check-in experience"",""value"":""100% of recent guests gave the check-in process a 5-star rating.""}]",40.7602,"Salt Lake City, Utah, United States",,1,96,Under USD$100,5,"[""We had the pleasure of staying at Bryan’s Airbnb and had the best time. It feels just like home and has the best decor. The kitchen and living room are fabulous and has such a cozy vibe. Easy to access and parking is right in the back which was awesome. We had a great stay, felt very safe and loved it! Would definitely stay here again. Highly recommend!"",""Very cozy! Beautifully decorated and great location! Close to tons of great restaurants, coffee shops, and fun activities!"",""Bryan's place was great. Super beautiful, newly renovated, great space. The location by the U is awesome and everything about check-in and check-out were easy. Bryan was easy to message with and we loved staying here."",""We loved this newly remodeled home/unit that is located in a beautiful neighborhood. We felt right at home and so cozy. We were the first to sleep on the new Casper mattress that was super comfy. Having the comfort of extra blankets is always a good feeling, especially on a cold Utah night. The kitchen has absolutely everything you need. Every room has everything you need and everything was super clean. We love going to watch the Utes game at the U of U and Bryan's place is super convenient for doing just that as it is only a couple of blocks away. Lots of good places to eat nearby. He has the unit next door as well and we were lucky enough to have the opportunity to see it before we left. It has a larger layout and would be an excellent place if you have additional family or friends - we'd love to rent both places next time. We will definitely stay here again, and will also tell others about it. Thank you Bryan, we loved staying here so much that I wish we could live there!!"",""The place is very cozy and conveniently located!"",""Great place to stay! I was hesitant at first, only because it is a newer place and maybe others are like me and will want to check reviews first, with which none were available when checking out the listing. I decided to take the risk and it was very much worth it! Looks exactly like the pictures, very clean, and host communicated everything that was needed for check-in. Would love to stay here again for another trip in SLC!"",""Great location in a quiet neighborhood, very close to the university. This would make a perfect game day airbnb because it’s walking distance to the stadium! Bryan was great with communication and the place was perfect for a weekend getaway.""]",5,4.9,4.9,4.9,5,5,4:00:00 PM,11:00:00 AM,3,Home,1,1,1 bedroom,1 bed,1 bathroom
52,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Dedicated workspace"",""value"":""A common area with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Tim is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.77063,"Salt Lake City, Utah, United States",-111.9089,,97,Under USD$100,5,"[""Great apartment and location! The apartment itself was very spacious and had everything I needed for a longer trip. The downtown location was also very convenient and almost everything I wanted to do was within a walking or a short driving distance.""]",,,,,,,4:00:00 PM,11:00:00 AM,4,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
94,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Joey is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.75928,"Salt Lake City, Utah, United States",,,97,Under USD$100,5,"[""This is a great place to stay.  Host is very responsive and ready to help.  It’s very close to the downtown area.  I would mention though that it’s listed with Mountain View and that’s not truly accurate.  You can see a corner of the mountain range through one of the small windows.  So if outside views are important to you, this isn’t the place for that.  Everything else is wonderful!"",""This Centric Apt has it all - 💯 Digital Nomad Proof"",""Joey’s place had everything one could ever ask for. Go for it without any second thoughts 👍😊""]",4.7,4.7,5,5,5,4.7,12:00:00 PM,12:00:00 PM,4,Entire rental unit,1,1,1 bedroom,1 bed,1 bathroom
194,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Dedicated workspace"",""value"":""A common area with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Nichol is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.75534,"Salt Lake City, Utah, United States",-111.87964,1,97,Under USD$100,4.93,"[""Loved this Airbnb. It’s a very cute space. I wish we spent more time in it. Hopefully will on my next trip to SLC."",""We came as a group of 4 to visit a friend in SLC. It had everything we needed. Two of us work remotely and were able to have meetings and do work with no problems. It’s also a super short drive to downtown, parks, the airport, and anything else you need. The dishwasher and laundry in unit was very handy"",""Perfect stay while transitioning to a new job in SLC. Centrally located, quiet, and clean."",""Great location. It was as described. We brought our two dogs and the neighbors are great! It was so homey we barely left since our trip was to take out daughter to a grief camp, it was great to be “at home”"",""We had a nice time at Nichol's place. The house is centrally located, within reasonable walking distance to shops, restaurants, and grocery stores, and convenient for driving to places further. The kitchen was very well stocked and check-in was smooth and easy. We would stay here again."",""The apartment had everything I needed and more -  a nice washer/dryer and big smart TV.  I love to cook and there was a good selection of spices.  Tiffany was very accommodating and came by to check the lock when I somehow forgot how to use it halfway through my visit (???)"",""I travel for work and have stayed at a few airbnbs and this place was by far the best. It has everything you would need during your stay and is is decorated to feel like home. The bed and couch were very comfortable, and the AC worked great too. I was here for a long term stay and the communication was on point, and Tiffany checked in with me to see if I needed anything and was very responsive if I did. The neighbor was extremely nice, welcoming, and respected my privacy. His dogs are the sweetest too. The street is pretty quiet and safe; I went for walks and never had a problem. If you are coming to SLC, look no further, this airbnb is perfect weather you are coming for a long weekend or a couple months. I will definitely be staying here again if my job ever takes me back to the area. 10/10, would highly recommend!!""]",5,5,5,4.9,5,4.7,3:00:00 PM,,4,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
247,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Nathan is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""100% of recent guests gave the location a 5-star rating.""}]",40.77328,"Salt Lake City, Utah, United States",-111.87523,,97,Under USD$100,4.89,"[""Third stay here in the past year.  It works out great for us!  The next time we are in Salt Lake City, we would definitely stay here again.  The host was amazing and super accommodating.  Great place."",""Nathan's place was the perfect spot for a quick stop through SLC. It was impeccably clean, the communication and check-in process was a breeze, and we had a super comfortable night's sleep. There's a great little coffee shop right across the street and it's a great neighborhood overall. Would highly recommend Nathan's place!"",""Nathan was a great host.  His place worked very well for our needs.  Have stayed there twice now and will be staying again.  Very happy."",""Awesome location super cute and trendy studio! Would stay again!"",""Cozy, close to everything and super cute! Had nice stay here. Thank you!"",""Awesome spot a short distance from Downtown areas. Very clean and Excellent Host!"",""Really nice loft style apartment! Nathan was a very responsive and great host!""]",5,4.9,5,5,5,4.9,3:00:00 PM,11:00:00 AM,2,Entire rental unit,1,1,Studio,1 bed,1 bathroom
523,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Catherine is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.73911,"Salt Lake City, Utah, United States",-111.88401,,97,Under USD$100,4.88,"[""I stayed at this apartment in Salt Lake for 6 weeks - it was just perfect for me! Great neighborhood and location, very cute little apartment. Highly recommend!"",""I stayed in this listing from May to August for a college co-op. The location was close to my employer and downtown SLC, shopping, etc. Try to catch a SLC Bees baseball game when in town. Catherine was very responsive to questions about the property. Thanks for a great stay and experience."",""I had a great month at Catherine’s place! Quiet neighborhood, great space to work from home, and just a few minutes to pop on the highway to the mountains. Highly recommend!"",""My boyfriend and I came to Salt Lake City for a month to snowboard and this was the perfect place for that! It took around 40 minutes to get to the mountains (we have an Ikon pass) and 10 minutes to anywhere you need to go in salt lake (groceries, bars, coffee/cafes, restaurants, etc.). Residential neighborhood located a couple blocks away from the Liberty Park (very nice). You have really nice neighbors to each side of you that we never heard while in the apartment since the walls are so thick! The apartment seems bigger then what the pictures show which was a nice surprise. Lots of storage and space which we definitely used during our month there. It even has a small private outdoor space which we didn’t use since it was too cold but I’m sure it’s great when it’s nice out! Catherine stocked everything very well and everything you needed was there - washer/dryer in the bathroom, kitchen supplies, coffee machine & extra bedding/pillows! Our favorite was the pull out coach she had in the living room which we kept in the bed set up when we watched TV. So comfy! We would definitely come back!"",""Catherine's place was perfect for a long stay. Great location close to Liberty Park, the mountains, and downtown, plenty of dishes and cooking supplies. She is a great host and responded promptly. I hope to be able to stay again in the future!"",""The apartment is chopped up a bit which is actually really nice. The pictures kind of portray it different but there is one bedroom and the kitchen and living room are separated by a wall. The area is a bit iffy as well.. just watch your surroundings!! We enjoyed our stay over all though! Catherine was very quick at responding to questions/issues and cares about the people that stay in her place!!"",""Had super good communication with Catherine for anything I needed during the stay, would stay again! :)""]",4.6,4.6,4.9,4.5,4.9,4.6,3:00:00 PM,10:00:00 AM,3,Entire rental unit,4,1,1 bedroom,4 beds,1 bathroom
178,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Sattar is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.75154,"Salt Lake City, Utah, United States",-111.89841,1,97,Under USD$100,4.57,"[""The hosts were very kind and helpful, fast responses and if there were any hiccups, I did not notice due to smooth and easy communication.<br/>It's a fantastic place too! very nice and well maintained. Downstairs got very cold, and apparently heat was out for that area while I was visiting, but the loft Master Bedroom was SUPER cozy and warm. 5/5 would recommend, and would stay here again!"",""Sattar was very pleasant during our interactions and the neighbor/land manager who lives next door was also. However I felt the reviews and description left a lot to be desired. I have lots of photos of spider webs, small spiders and dirt in every window seal at check in, the velvet headboards also dusty, no vacuum provided to clean yourself, the laundry soap provided was covered in soap and debris and hair from previous renters… I assume. The neighborhood is definitely going through gentrification and I’m sure will be cute in a year or so, but the area is not walkable; especially for a young female. There are lots of homeless people around, and construction on every corner. The homeless never bothered me personally and I had no issues with them but this location is NOT 9th and 9.  The dumpster behind the Airbnb was lit on fire twice while I was there. If it weren’t for the outrageous cleaning fees and prices people are trying to charge for these half done airbnbs I wouldn’t mind small things but the price gouging accompanied with lack of attention to detail just isn’t worth the price  it for me. If you’re staying here long term be aware upstairs has a high turn over of visitors that are here to party and it’s very noisy. 😊 a little white noise machine takes care of most of it."",""Windows have blinds, which I figured they would, but you can’t see that in the photos listed. Place was perfect - clean, had everything I needed. I was requested to strip the slept-in bed of sheets and wash the dishes I used before I left. I felt safe and I would stay there again."",""When I arrived, it was late and cold, I could not get into the door with my code since the battery had died in the keypad. I texted the management company and they kept trying to say I was doing it wrong. I had to get batteries from the keypad in the front to get into my place. Once in, it had not been clean since the last tenets that were there in November. The bed was unmade, dirty towel and dishes. There was even men’s dirty underwear in the bed! A housekeeper was called to come and do a quick clean, but she was very flustered and uncomfortable that we were there while she was working. I was also paying $3000 a month while staying as a travel nurse and was denied the management company providing me any basic paper products, I had to buy my own because, “long term guests don’t get that amenity”. The door knob batteries also died at one point and twice I was provided with the wrong batteries to replace it. I had to buy them myself. The management company accused the owner of not understanding much English, and not understanding the battery situation properly. It would also be nice if the airbnb upstairs knew I existed downstairs, I had to knock on the door a couple of times to ask people to quiet down after quiet hours because I had to be up at 5 in the morning. A housekeeper even showed up at 11pm to clean after guests upstairs left, you can hear everything being moved. Other than these events, the place is convenient to many downtown locations, good restaurants, the light rail was out back, making it easy to get to the airport. It was nice for just me to stay in during my travel assignment. I do wish the management company did a better job of making my stay nicer, I felt brushed off, or annoying, anytime I reached out. I would more recommend it for a short stay rather than a long one."",""The place was nice, clean and comfortable!"",""The place was nice and clean. The check in process was not a smooth as others I have experienced. The location is relatively central but in order to get to most places you have to walk through some shady areas. We ended up having to Uber because at night it didn’t feel safe. The front door opens up to the tram tracks so there would be homeless people hanging out and there was dog poop all over the front yard that seemed to be accumulating daily. The actual apartment was nice but for surrounding area did not match its value."",""Cute studio with ample space for four people (but it was just two of us on this trip) and nice touches to the kitchen. We went in knowing about the noise from other reviews about the upstairs tenants - we didn’t mind it (heavy sleepers). We overall enjoyed experiencing SLC while staying here. <br/><br/>We had some hiccups with checking in and took us about 15-20 minutes to access the unit. Contacted the owner and was forwarded to voicemail - unfortunately, his mailbox was full. However, we got in contact with Courtney and she immediately helped us get into the unit smoothly. <br/><br/>Parking was very convenient. The property is close enough to many establishments that we were able to walk and grab coffee and food, as well as being centrally located to Downtown SLC.""]",4.8,4.6,4.5,4.7,4.4,4.7,4:00:00 PM,10:00:00 AM,4,Guestsuite,2,1,Studio,1 bed,1 bathroom
633,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Great for remote work"",""value"":""Fast wifi at 417 Mbps, plus a dedicated workspace in a common area.""},{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Josh is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.69106,"Salt Lake City, Utah, United States",,,97,Under USD$100,5,"[""Great place to stay! Will definitely book again if the opportunity arises"",""Great location in the center of town. Very quiet neighborhood but close to great restaurants and major roads.  Comfortable beds and all the amenities needed to be able to cook, do laundry and relax.  Very easy access through separate side door.  Stayed for a few days and loved it!"",""Loved our stay. Josh is great host. Would stay there again!"",""Great place to stay long-term"",""Wonderful host and wonderful air bnb! We really enjoyed the set up with a well stocked kitchen, clean bathroom, comfortable beds, couch family of 4 could all fit on, easy in and out. Thank you so much Josh!"",""House was clean and well-stocked with the essentials - - lines, towels, pots/pans. The location is fantastic if you are looking to ski as you are right near both Little and Big Cottonwood Road. Easy to get to Alta, Snowbird, Brighton, and Solitude within 30-35 minutes without heavy traffic. Deer Valley / Park City was only 45 minutes with light traffic. It's a basement apartment so not a light of natural light, but if you are spending most of your time outdoors it shouldn't be an issue.<br/><br/>Check-in / out is very easy. The host provides a code you can use on the private side door. Convenient street parking right in front of the house."",""Josh was a fantastic host, always went the extra mile to ensure comfort during my one month stay. I highly recommend him as a host.""]",5,5,5,5,5,4.9,3:00:00 PM,11:00:00 AM,4,Guestsuite,2,1,2 bedrooms,2 beds,1 bathroom
658,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Dedicated workspace"",""value"":""A common area with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Jason is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.71822,"Salt Lake City, Utah, United States",,,97,Under USD$100,4.88,"[""Had a great stay here! Stayed for over month and was very comfortable.  Loved the neighborhood, felt safe with lots of good shops and restaurants nearby. Apartment covered all my needs for a long term stay.<br/><br/>Jason was very communicative and access and check in was smooth and easy!"",""Great location. Clean, easy communication and check in process"",""About a 10 minute walk to restaurants and little outdoor shopping. Very cozy and warm, felt like home. Super private and cute. Perfect amenities to shower, cook, and sleep comfortably. Definitely will return!"",""Great location and easy access to Sugar House"",""Nice neighborhood. There's a coffee shop nearby and plenty of restaurants and shopping. The place was clean and we were able to check in a little early."",""We absolutely enjoyed our stay in Jason's unit.  It was clean, comfortable with a great location for us.  Shopping and coffee shops  were within walking distance.  We hope to stay with Jason the next time we visit family in Salt Lake City."",""This was my 3rd time staying with Jason. I recommend this place to anyone who's staying in SLC! It's so close to everything, I'm really into hiking and it was within 30 minutes of every hike I wanted to do!""]",4.9,4.9,5,4.9,5,4.9,3:00:00 PM,11:00:00 AM,3,Guestsuite,1,1,1 bedroom,1 bed,1 bathroom
244,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""DC-Hometel is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.70404,"Salt Lake City, Utah, United States",-111.8595,1,98,Under USD$100,4.9,"[""This was the perfect spot for our last trip to SLC. The condo has everything we needed and it’s location in the building made it very easy. The gym was an awesome perk… weather was too cold to enjoy the pool or rooftop deck but it looked like it would be fun. We would definitely stay here again- it was a great value and the host was excellent to work with."",""The unit is on the main road so it is a little loud but otherwise such a great place to stay. Great response times and very friendly."",""Had a wonderful stay ! The bed is super comfortable !"",""Enjoyed my stay. It was convenient  to visit my son. Beautiful city to explore. Thanks"",""Perfect for an easy and accessible stay in Salt Lake! The location felt simple and safe. The condo was very warm and welcoming and the host was fantastic with communication and easy-to-follow access instructions. The place was immaculate and had a very open and spacious feeling about it. Would definitely recommend staying here!"",""Loved our stay! The home was absolutely amazing and better than pictured. The check in instructions were clear and we had no issues accessing the home. I highly recommend this place. Will most definitely return!!"",""Great stay peaceful quite location . Recommend""]",4.8,4.9,5,4.9,4.8,4.9,4:00:00 PM,10:00:00 AM,3,Condo,1,1,1 bedroom,1 bed,1 bathroom
698,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""}]",40.70242,"Salt Lake City, Utah, United States",,,98,Under USD$100,4.68,"[""Great little apartment for on or two people in the heart of Millcreek."",""Suzanne is an absolutely amazing host! Very easy to access apartment as well as get in contact with her! Super convenient place and access to apartment and parking! Will be using her again"",""Sue was great! My son was having surgery at the university and she was so helpful and kind that it made a very difficult time easier. The place was clean and comfortable and extremely well located. The pool was a refreshing treat for the very hot days. I will stay here again!"",""Awesome private apartment! Really appreciated all the pans, knives, spices and oils available for cooking. Lots of times in these rentals there will only be vegetable oil, salt and pepper."",""Nice place. Beautiful view of mountains and valley—keeping in mind the strip mall below. Pool and hot tub outdoor, very nice. <br/><br/>Make sure to be clear about the check in instructions because it took me way too long to get oriented and in the door. Maybe my own brain?<br/><br/>Responsive host in a reasonable time frame. Appreciated the late checkout."",""Great location! Suzanne keep updating for everything that happens in the building.<br/>Thanks"",""I stayed at Suzanne's place twice, and both times it was a very pleasant stay and very secure.""]",4.8,4.9,4.8,4.8,4.7,4.6,4:00:00 PM,10:00:00 AM,3,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
756,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Dedicated workspace"",""value"":""A common area with wifi that’s well-suited for working.""},{""name"":""Rafael is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""100% of recent guests gave the location a 5-star rating.""}]",40.73835,"Salt Lake City, Utah, United States",-111.87449,,98,Under USD$100,4.92,"[""Really fantastic place couldn’t recommend enough!"",""Everything was great. He was very friendly.  We would stay again."",""Great place and great price and there is  Definitely  communication which is a plus cause some places I’ve stayed that isn’t the case <br/><br/>Brad Howard"",""Rafael's rental is in a really good location near Liberty Park on a quiet dead end street.  It seemed to be newly remodeled and in perfect condition.  It was small, but perfect for the two of us!"",""Great place to stay. Rafael was a great host great communication easy check in. Would definitely stay again anytime I’m in salt lake."",""great place and location! Rafael was a great host, very prompt communication!"",""Comfortable place in a great area, easy check in and Rafael is great with communication!""]",5,5,5,5,5,5,3:00:00 PM,11:00:00 AM,2,Guesthouse,1,1,1 bedroom,1 bed,1 bathroom
